Threshold,TPR,FPR
1.9974232365689852,0.0,0.0
0.9974232365689852,0.0019569471624266144,0.0
0.9933825595279129,0.005870841487279843,0.0
0.9931777665121694,0.011741682974559686,0.0
0.9921612780726822,0.0136986301369863,0.0
0.99214335771043,0.0136986301369863,0.0005595970900951316
0.9919257647013284,0.015655577299412915,0.0005595970900951316
0.9919253247984956,0.019569471624266144,0.0005595970900951316
0.9918637353151801,0.025440313111545987,0.0005595970900951316
0.9916726297617381,0.033268101761252444,0.0005595970900951316
0.9914426231393675,0.03522504892367906,0.001119194180190263
0.9911782821004256,0.03718199608610567,0.001119194180190263
0.9902630098534172,0.046966731898238745,0.001119194180190263
0.9899943420252862,0.05283757338551859,0.001119194180190263
0.9879067640155427,0.0547945205479452,0.001119194180190263
0.9878380600378585,0.060665362035225046,0.001119194180190263
0.9871589599347264,0.06457925636007827,0.001119194180190263
0.9871114571090441,0.07045009784735812,0.001119194180190263
0.9869783067798374,0.07827788649706457,0.001119194180190263
0.9869481376272193,0.08023483365949119,0.001119194180190263
0.9869361893089783,0.08414872798434442,0.001119194180190263
0.9867923674168934,0.08610567514677103,0.001119194180190263
0.9864656586251458,0.09784735812133072,0.001119194180190263
0.9864045864433963,0.1095890410958904,0.001119194180190263
0.9863847192935462,0.11545988258317025,0.001119194180190263
0.9862882611892962,0.12524461839530332,0.001119194180190263
0.9861646072983835,0.12720156555772993,0.001119194180190263
0.9860968240813908,0.13111545988258316,0.0016787912702853946
0.9860562864274242,0.1350293542074364,0.0016787912702853946
0.9860275436646938,0.14090019569471623,0.0016787912702853946
0.9851050165795631,0.1487279843444227,0.0016787912702853946
0.985093343524407,0.1506849315068493,0.0016787912702853946
0.984652455269716,0.16046966731898238,0.0016787912702853946
0.9846173236230537,0.17221135029354206,0.0016787912702853946
0.9842156350694733,0.18199608610567514,0.0016787912702853946
0.984211335748434,0.19373776908023482,0.0016787912702853946
0.984197821060293,0.19569471624266144,0.0016787912702853946
0.9841811269187093,0.20156555772994128,0.002238388360380526
0.9841227023744409,0.20156555772994128,0.0027979854504756574
0.9840959526822203,0.22896281800391388,0.0027979854504756574
0.983993806519705,0.23483365949119372,0.0027979854504756574
0.9839818919115568,0.23874755381604695,0.0027979854504756574
0.98376244615956,0.2446183953033268,0.0027979854504756574
0.983709513164755,0.2446183953033268,0.003357582540570789
0.9832808476922629,0.25244618395303325,0.003357582540570789
0.9832801966924226,0.2602739726027397,0.003357582540570789
0.9832730096017267,0.2700587084148728,0.003357582540570789
0.9832213079895994,0.273972602739726,0.003357582540570789
0.9830171506058678,0.27984344422700586,0.003357582540570789
0.9829894529883006,0.2837573385518591,0.003357582540570789
0.982933289819121,0.29158512720156554,0.003357582540570789
0.9828915975535707,0.29549902152641877,0.00391717963066592
0.9822781095763163,0.299412915851272,0.00391717963066592
0.9822757105144637,0.30528375733855184,0.00391717963066592
0.9816949895412961,0.30724070450097846,0.004476776720761052
0.9816874063548762,0.3111545988258317,0.004476776720761052
0.9816379095054821,0.31702544031311153,0.004476776720761052
0.9816258415357785,0.32093933463796476,0.004476776720761052
