Name,TN,TP,FN,FP,Sensitivity,Specificity,Accuracy,Precision,F1-Score,PositivePredictiveValue,NegativePredictiveValue,MatthewsCorrelation,LogLoss
score,1474,419,88,306,0.8264299802761341,0.8280898876404494,0.8277219064276344,0.5779310344827586,0.6801948051948052,0.5779310344827586,0.9436619718309859,0.5842884438346233,5.950381537563817
