Threshold,TPR,FPR
1.994779963360522,0.0,0.0
0.9947799633605221,0.0,0.000550357732526142
0.9749888225215794,0.26135310472659873,0.000550357732526142
0.9749660151981254,0.26135310472659873,0.001100715465052284
0.9718944047710916,0.35588507877664505,0.001100715465052284
0.9718477057711432,0.35588507877664505,0.001651073197578426
0.9697351021272587,0.4114921223354958,0.001651073197578426
0.9696690133836626,0.4114921223354958,0.002201430930104568
0.9661874099856369,0.5023169601482854,0.002201430930104568
0.966138067448422,0.5041705282669138,0.002201430930104568
0.9629752020309783,0.5820203892493049,0.002201430930104568
0.9629372085923885,0.5820203892493049,0.00275178866263071
0.9616508113594598,0.607970342910102,0.00275178866263071
0.9615656213923989,0.6098239110287303,0.00275178866263071
0.958602817284424,0.6570898980537535,0.00275178866263071
0.9584579540294165,0.6570898980537535,0.003302146395156852
0.9584435671335313,0.6580166821130676,0.003302146395156852
0.9584386918732571,0.6580166821130676,0.003852504127682994
0.9580411257976668,0.6663577386468953,0.003852504127682994
0.9580306608943832,0.6682113067655236,0.003852504127682994
0.9569355221652238,0.6839666357738647,0.003852504127682994
0.956865155855113,0.6839666357738647,0.004402861860209136
0.9567551536043666,0.6858202038924931,0.004402861860209136
0.9566150688497299,0.6858202038924931,0.0049532195927352776
0.9562107848213836,0.6904541241890639,0.0049532195927352776
0.9561357878321182,0.6904541241890639,0.00550357732526142
0.9549742808976874,0.7025023169601483,0.00550357732526142
0.9549658235803784,0.7025023169601483,0.006053935057787562
0.9510021115212277,0.7303058387395737,0.006053935057787562
0.9509565199533854,0.7303058387395737,0.006604292790313704
0.9467771590737778,0.7544022242817423,0.006604292790313704
0.9466274183908228,0.7544022242817423,0.007154650522839846
0.9454956279983672,0.76274328081557,0.007154650522839846
0.9454472817709529,0.76274328081557,0.007705008255365988
0.9452953525115869,0.7645968489341983,0.007705008255365988
0.9450102540345932,0.7645968489341983,0.00825536598789213
0.9439783070168133,0.7673772011121409,0.00825536598789213
0.9439167197443046,0.7673772011121409,0.008805723720418272
0.9371501653118686,0.7924003707136237,0.008805723720418272
0.9367112830993217,0.7924003707136237,0.009356081452944413
0.935548626852171,0.7933271547729379,0.009356081452944413
0.9354705884808313,0.7933271547729379,0.009906439185470555
0.9314091282653689,0.8053753475440223,0.009906439185470555
0.9313852536982816,0.8053753475440223,0.010456796917996699
0.9252616100906026,0.82483781278962,0.010456796917996699
0.9247166699995705,0.82483781278962,0.01100715465052284
0.9241088654420256,0.8266913809082483,0.01100715465052284
0.9227401313117892,0.8266913809082483,0.011557512383048982
0.9202986906105184,0.8331788693234476,0.011557512383048982
0.9200859488956513,0.8331788693234476,0.012107870115575124
0.9169548440041513,0.8359592215013901,0.012107870115575124
0.9166468535257221,0.8359592215013901,0.012658227848101266
0.9123850046440256,0.8433734939759037,0.012658227848101266
0.911781704564507,0.8433734939759037,0.013208585580627407
0.910435360281699,0.8443002780352178,0.013208585580627407
0.9094225934691619,0.8443002780352178,0.01375894331315355
0.909347054587957,0.845227062094532,0.01375894331315355
0.9084806280457192,0.845227062094532,0.014309301045679693
0.8970789013178088,0.8591288229842446,0.014309301045679693
0.8963865498754995,0.8591288229842446,0.014859658778205834
0.8959758728744527,0.8600556070435589,0.014859658778205834
0.8942121003622328,0.8600556070435589,0.015410016510731976
0.8816795955975208,0.8739573679332715,0.015410016510731976
0.8783146542602516,0.8739573679332715,0.015960374243258118
0.878149117753236,0.8748841519925857,0.015960374243258118
0.8770503008005455,0.8748841519925857,0.017611447440836543
0.8748722375759591,0.8767377201112141,0.017611447440836543
0.8726820819572677,0.8795180722891566,0.017611447440836543
0.8691227398034829,0.8795180722891566,0.018161805173362685
0.8660951165172319,0.881371640407785,0.018161805173362685
0.8653267521247486,0.881371640407785,0.018712162905888827
0.8646454428051885,0.8822984244670992,0.018712162905888827
0.861738886463431,0.8822984244670992,0.01981287837094111
0.8604650790209258,0.8832252085264134,0.01981287837094111
0.8599761465234164,0.8832252085264134,0.020363236103467255
0.8356239960774872,0.891566265060241,0.020363236103467255
0.8348328025486148,0.891566265060241,0.020913593835993397
0.8337667169118508,0.8924930491195552,0.020913593835993397
0.8336279486495225,0.8924930491195552,0.02146395156851954
0.8306148830038446,0.8934198331788693,0.02146395156851954
0.8292585801627358,0.8934198331788693,0.022564667033571822
0.8234298258391178,0.8980537534754403,0.022564667033571822
0.8232913056724768,0.8980537534754403,0.023115024766097964
0.8186320866662886,0.8999073215940686,0.023115024766097964
0.8170169741634553,0.8999073215940686,0.023665382498624106
0.8113122767048802,0.901760889712697,0.023665382498624106
